period,since,until,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,effective_status,creative_id,video_id,ig_media_id,conversion_domain,spend_zar,impressions,reach,frequency,cpm_zar,outbound_clicks,outbound_ctr_pct,cost_per_outbound_click_zar,landing_page_views,lpv_per_outbound_click,add_to_cart,atc_per_lpv,initiate_checkout,ic_per_atc,website_purchases,purchase_per_ic,purchase_per_lpv,purchase_value_zar,cpa_zar,attributed_roas,video_plays,thruplays,p25,p50,p75,p95,p100,avg_play_time_s,thruplay_per_play,p25_per_play,p100_per_play,outbound_click_per_play,saves,comments,reactions,ig_follows,source
L7,2026-08-30,2026-09-05,120247752586310393,PASTRY_TEST_W2_10_PREMIUM_BODY-WASH_FAQ_17987903375994481,120247751716700393,PASTRY_W2_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1389786629919253,1937680153565157,17948069391039064,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247752793360393,PASTRY_TEST_W6_29_NIACINAMIDE_BODY_MIST_18016696415654230,120247751723950393,PASTRY_W6_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1764652124674355,2221698178653211,18182829139405350,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247752659690393,PASTRY_TEST_W4_20_MINI-KIT_VALUE_18110764735959487,120247751720360393,PASTRY_W4_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1947244519285771,2900580376962228,18401451904091886,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120245549305940393,Instagram post: The Pastry Premium Body Wash  has...,120245549294630393,Instagram post: The Pastry Premium Body Wash  has...,120245549293410393,Instagram post: The Pastry Premium Body Wash  has...,CAMPAIGN_PAUSED,1437229525106020,1043316661542279,17929594761095845,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120245548932590393,Instagram post: We are turning 5 this year and we...,120245548921590393,Instagram post: We are turning 5 this year and we...,120245548921010393,Instagram post: We are turning 5 this year and we...,CAMPAIGN_PAUSED,1771671714201619,1338501304936209,18152857339474502,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120245549002900393,"Instagram post: She said it best ✨ Lightweight,...",120245548998560393,"Instagram post: She said it best ✨ Lightweight,...",120245548997690393,"Instagram post: She said it best ✨ Lightweight,...",CAMPAIGN_PAUSED,2054183895530318,1721080102247841,18327470974255215,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120245548842380393,Instagram post: A power ingredient combo that...,120245548840520393,Instagram post: A power ingredient combo that...,120245548839430393,Instagram post: A power ingredient combo that...,CAMPAIGN_PAUSED,1518404276410484,1718417109178336,18098153824905713,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284964440393,W6__01__ANTI_PIGMENTATION_DEODORANT,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1256482663222241,1036536699259074,18108041942171730,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284961720393,W5__04__UNDERARM_INGREDIENTS,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,4793039344293517,3132860496923753,17914465656446696,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284970840393,W6__05__CUSTOMER_ROUTINE_STORY,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,27134465589563159,1911320126512802,18024217043691661,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284957700393,W5__01__DRY_BRUSHING_ROUTINE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,4657722504552164,2289193138563707,18115394272764116,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284952620393,W4__02__ROUGH_BUMP_ROUTINE,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,2128451841880866,4002241086579018,18093283556539150,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284938000393,W2__04__INNER_THIGH_COMBINATIONS,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2504456496703261,1765130831287915,18168673036456579,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284944950393,W3__04__UNDERARM_ROUTINE,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1754580525794575,1211001868769387,17954894079204205,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284926410393,W1__03__BODY_PIGMENTATION_BY_AREA,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1048949520952779,1914320649954655,18186499423401828,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284963040393,W5__05__BIKINI_LINE_ROUTINE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1649439496393735,1074202545192821,17946071493057906,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284955570393,W4__05__MINI_KIT_ROUTINE,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,916650614844230,1381662176760033,17983114709878629,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284954150393,W4__03__HYALURONIC_HAND_CARE,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,28740252398891731,1390143549233068,18103775783599432,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284960140393,W5__03__HAND_CARE_ROUTINE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1062475416522925,1516950890188090,17943382473449613,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284958260393,W5__02__ANTI_PIGMENTATION_HAND_CARE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,4535558553351159,1083181767593032,18128696389679709,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284955030393,W4__04__EVENING_BODY_CARE_ADD_ON,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,2622955271467210,1805359010599170,18052883933565498,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284949000393,W4__01__BODY_CARE_PAIRING,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1759622798395052,1593719419079376,17942244288301078,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284969850393,W6__04__NIACINAMIDE_BODY_MIST,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,2029900707640980,1593896072410117,18387364795161272,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284968390393,W6__03__BRIGHTENING_BODY_CARE_RESET,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1535307781176899,1434837162027961,18107225423144345,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284966600393,W6__02__EVERYDAY_HAND_CARE,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,897164369855291,2016963935621701,18350022016172587,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284944650393,W3__03__BODY_SPECIFIC_SERUM,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1760670345281405,1040029292069207,18101142794223347,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284922900393,W1__01__SALICYLIC_ACID_AND_VITAMIN_C,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2050311515844483,1794498635041481,18099052280209045,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284946200393,W3__05__FIVE_PRODUCT_GUIDE,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1738342593737521,1616827743571675,17901773928549544,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284939180393,W2__05__PASTRY_PREMIUM_FAQ,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1389786629919253,1937680153565157,17948069391039064,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284941210393,W3__01__CHOOSE_BODY_WASH_BY_CONCERN,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,795955873574185,947375435055153,17948706084037527,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284936140393,W2__03__BODY_CARE_JOURNEY,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1036641345651931,1356857919885627,18409947541159460,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284933230393,W2__02__ROUGH_BUMP_ROUTINE,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2101839031212801,1028459383291355,18480202000108225,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284943530393,W3__02__BODY_ACNE_SOLUTION,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1673149103765536,1024884870346149,17894570910595157,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284932400393,W2__01__INNER_THIGH_ROUTINE,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1078726171766785,2555843638218482,18362479630212526,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284929570393,W1__05__HAND_CREAMS_BY_NEED,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2000824997974370,1393923599331521,18109345202471107,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284928040393,W1__04__STRETCH_MARK_ROUTINE,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2137843480105917,1279828150741897,18117519449506692,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120248284925050393,W1__02__UNDERARM_PIGMENTATION_AND_SWEAT,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1105133075290115,1376924207957298,18348472762247625,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247999503610393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__BODY_ACNE_SOLUTION,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1673149103765536,1024884870346149,17894570910595157,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247999500050393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__SALICYLIC_VITAMIN_C_EXACT,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,2141198163103531,1716832676218332,18089893955557030,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247999504000393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DRY_BRUSHING_ROUTINE,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1583181246838108,1587207956355921,18007465448764457,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247999503210393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DARK_UNDERARM_INGREDIENTS,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,28412527811717756,1065523956033626,18328649092285943,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247999502800393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__STRETCH_MARK_ROUTINE,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1583817143389284,885855224329058,18111724246804433,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247999501100393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__ANTI_PIGMENT_HAND_CREAM,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1542319103969645,999896326092090,17892363399551598,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247999502140393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__PREMIUM_BODY_EXACT,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,996050220134487,1664964501661670,18072218867407431,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120239424374880393,DPA_Past_Purchasers,120239424374900393,PASTRY_DPA_Broad_Acq_3,120239423593780393,PASTRY_DPA_Broad_Acquisition,ACTIVE,1630677048061128,,18100256381023152,,7867.68,189328,57665,3.283239,41.56,3919,2.07,2.01,3556,0.907,894,0.251,431,0.482,104,0.241,0.0292,95815.25,75.65,12.18,0,0,0,0,0,0,0,,,,,,15,1,194,17,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120239423593790393,DPA_Cart_Abandoners,120239423593800393,PASTRY_DPA_Broad_Acq_1,120239423593780393,PASTRY_DPA_Broad_Acquisition,ACTIVE,2310973609402332,,18114435070781788,,5953.21,85072,29282,2.905266,69.98,1916,2.252,3.11,1802,0.941,516,0.286,290,0.562,75,0.259,0.0416,66548.62,79.38,11.18,0,0,0,0,0,0,0,,,,,,15,1,161,17,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
