campaign_id,campaign,ad_group_id,ad_group,search_term,stv_status,matched_keyword,keyword_match_type,search_term_match_type,impressions,clicks,cost_zar,conversions,conversions_value,all_conversions,source
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,kojic acid glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,medix glycolic and lactic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,naturium body wash glycolic,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,naturium glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,9,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,naturium glycolic body wash,NONE,glycolic body wash,PHRASE,PHRASE,13,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,naturium the smoother glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,naturium the smoother glycolic acid exfoliating body wash,NONE,glycolic body wash,PHRASE,PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,salicylic acid glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,the ordinary glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glytone exfoliating body wash,NONE,glycolic body wash,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,body lab glycolic acid,NONE,glycolic acid body cleanser,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,body scrub with glycolic acid,NONE,glycolic acid body cleanser,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid bar soap,NONE,glycolic acid body cleanser,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid soap clicks,NONE,glycolic acid body cleanser,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic body scrub,NONE,glycolic acid body cleanser,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glytone exfoliating body wash,NONE,glycolic acid body cleanser,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,standard beauty glycolic acid,NONE,glycolic acid body cleanser,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,shower gel with glycolic acid,ADDED,shower gel with glycolic acid,EXACT,EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid wash,NONE,shower gel with glycolic acid,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body scrub,NONE,glycolic acid body cleanser,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic shower gel,ADDED,glycolic shower gel,EXACT,EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,shower gel glycolic acid,NONE,glycolic shower gel,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,pastry glycolic body wash,NONE,shower gel with glycolic acid,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,hyaluronic acid body lotion,ADDED,hyaluronic acid body lotion,EXACT,EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,body cream hyaluronic acid,NONE,hyaluronic acid body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,body cream with hyaluronic acid,NONE,hyaluronic acid body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,body lotion with hyaluronic acid,NONE,hyaluronic acid body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,hyaluronic acid body cream,NONE,hyaluronic acid body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,hyaluronic acid for body,NONE,hyaluronic acid body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,hyaluronic acid lotion,NONE,hyaluronic acid body lotion,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133206,Product | Hyaluronic Body Lotion,hyaluronic acid lotion for body,NONE,hyaluronic acid body lotion,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,lactic acid body scrub,NONE,lactic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,lactic acid shower gel,NONE,lactic acid body wash,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,lactic acid wash,NONE,lactic acid body wash,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,lactic body wash,NONE,lactic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,body wash with urea and lactic acid,NONE,lactic acid body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,glycolic acid and lactic acid body wash,NONE,lactic acid body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,lactic acid body wash benefits,NONE,lactic acid body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,medix glycolic and lactic acid body wash,NONE,lactic acid body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133246,Product | Lactic Body Wash,chemist at play body wash,NONE,lactic acid body wash,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133406,Product | Mandelic Body Wash,body wash with mandelic acid,NONE,mandelic acid body wash,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133406,Product | Mandelic Body Wash,mandelic acid body,NONE,mandelic acid body wash,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133406,Product | Mandelic Body Wash,mandelic acid for body,NONE,mandelic acid body wash,EXACT,NEAR_EXACT,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133406,Product | Mandelic Body Wash,mandelic acid soap,NONE,mandelic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133406,Product | Mandelic Body Wash,mandelic body wash,NONE,mandelic acid body wash,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133446,Product | Niacinamide Body Butter,niacinamide body butter,ADDED,niacinamide body butter,EXACT,EXACT,10,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133446,Product | Niacinamide Body Butter,body lotion with niacinamide,NONE,niacinamide body butter,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133446,Product | Niacinamide Body Butter,body moisturizer with niacinamide,NONE,niacinamide body butter,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133446,Product | Niacinamide Body Butter,niacinamide body cream,NONE,niacinamide body butter,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,best niacinamide body lotion,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,body lotion with niacinamide,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,6,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,body niacinamide,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,lotion with niacinamide,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,lotions with niacinamide,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide body,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide body cream,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide body lotions,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide for the body,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide lotion for body,NONE,niacinamide body lotion,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,5 niacinamide body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,baren vita capsule niacinamide 5 brightening body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,being kind niacinamide body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,benefits of niacinamide body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,body lotion with niacinamide and vitamin c,NONE,niacinamide body lotion,PHRASE,PHRASE,7,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,body lotion with vitamin c and niacinamide,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,glutathione and niacinamide body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,glutathione niacinamide body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,14,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,glutathione niacinamide body lotion price,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,hey you body lotion with niacinamide,NONE,niacinamide body lotion,PHRASE,PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,mixa niacinamide bright body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide and glutathione body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide and vitamin c body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide body lotion benefits,NONE,niacinamide body lotion,PHRASE,PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide body lotion clicks,NONE,niacinamide body lotion,PHRASE,PHRASE,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide body lotion dischem,NONE,niacinamide body lotion,PHRASE,PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,vaseline body lotion with niacinamide,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,vitamin c and niacinamide body lotion,NONE,niacinamide body lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,dove niacinamide lotion,NONE,niacinamide body lotion,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide hand lotion,NONE,niacinamide body lotion,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide lotion benefits,NONE,niacinamide body lotion,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,niacinamide lotion benefits for skin,NONE,niacinamide body lotion,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,some by mi yuja niacin body lotion,NONE,niacinamide body lotion,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133486,Product | Niacinamide Body Lotion,vaseline niacinamide lotion,NONE,niacinamide body lotion,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133646,Product | Niacinamide Body Mist,niacinamide body mist,ADDED,niacinamide body mist,EXACT,EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133646,Product | Niacinamide Body Mist,niacinamide body spray,NONE,niacinamide body mist,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133686,Product | Niacinamide SPF50,niacinamide sunscreen spf 50,NONE,niacinamide spf50 sunscreen,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,anti pigment serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,anti pigmentation serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,anti pigmentation serums,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,best serum for hyperpigmentation,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,best serum for hyperpigmentation on face,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,best serum for pigmentation on face,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,correcting dark spot serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,dark spot correcting brightening serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,dark spot remover serum for face,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,discoloration correcting serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,6,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,face serum for dark spots,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,hyperpigmentation serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,pigment correcting serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,pigmentation serum,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,pigmentation serums,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,serum for dark spots,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968133726,Product | Pigmentation Serum,serum to reduce dark spots and pigmentation,NONE,pigmentation correction serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
